wkt_geom,years,predicted,
"MultiPolygon (((767701.16692864685319364 1679287.22727905097417533, 767708.2221133632119745 1679149.25051042740233243, 767711.66824313416145742 1679101.57314529153518379, 767637.13475410605315119 1679103.38142725569196045, 767618.93415826954878867 1679228.7208505398593843, 767679.5197690948843956 1679280.8915902585722506, 767701.16692864685319364 1679287.22727905097417533)))",2021,1,
"MultiPolygon (((758922.64100164256524295 1669115.02127252519130707, 759111.817015859647654 1669068.05125789018347859, 759110.63538858399260789 1668999.18055960675701499, 759019.12043945118784904 1669026.85048310016281903, 758964.42384770850185305 1669041.75007902015931904, 758917.26176091865636408 1669056.17875006422400475, 758922.64100164256524295 1669115.02127252519130707)))",2021,2,
"MultiPolygon (((761630.36893748329021037 1671216.56794377649202943, 761883.11011879018042237 1671168.88678760407492518, 761901.68715662101749331 1671103.66543915891088545, 761887.59801178029738367 1671026.01496457727625966, 761692.82664593239314854 1671054.30066647403873503, 761609.76458783005364239 1671095.89171459805220366, 761630.36893748329021037 1671216.56794377649202943)))",2021,1,
"MultiPolygon (((769853.62062797555699944 1681498.65097658964805305, 769762.88016665261238813 1681498.60425423830747604, 769779.93002910166978836 1681652.13811897160485387, 769779.47197123314253986 1681673.27909064688719809, 769861.36878491484094411 1681694.37054222938604653, 769861.95676230592653155 1681661.93829167517833412, 769859.23869177629239857 1681580.42201467324048281, 769853.62062797555699944 1681498.65097658964805305)))",2021,1,
"MultiPolygon (((766681.41457467898726463 1683216.4957583318464458, 766683.17953285644762218 1683080.23060326254926622, 766642.27267622714862227 1683075.66905556572601199, 766639.69571810634806752 1683179.37591569987125695, 766681.41457467898726463 1683216.4957583318464458)))",2021,3,
"MultiPolygon (((759591.78378253499977291 1685653.15249627758748829, 759620.68210043280851096 1685751.4476081533357501, 759667.99822530848905444 1685807.54679464618675411, 759734.05414371029473841 1685831.19583184039220214, 759843.59994902031030506 1685829.53336392156779766, 759901.78727145085576922 1685729.32624021545052528, 759895.03288197540678084 1685669.69141911854967475, 759741.63193751871585846 1685661.67851283680647612, 759591.78378253499977291 1685653.15249627758748829)))",2021,1,
"MultiPolygon (((766024.39042997313663363 1684700.52394665637984872, 765957.63128532352857292 1684710.39404250518418849, 765955.47044693143106997 1684787.09193861810490489, 765924.60418086138088256 1684930.44378319755196571, 765988.17090589110739529 1684955.52199649787507951, 766024.39042997313663363 1684700.52394665637984872)))",2021,3,
"MultiPolygon (((764162.07451120915357023 1686717.38321121991612017, 764155.36845747451297939 1686835.3236817317083478, 764220.43796581076458097 1686841.1512191672809422, 764222.4894541468238458 1686707.10527390544302762, 764162.07451120915357023 1686717.38321121991612017)))",2021,1,
"MultiPolygon (((761431.47218210354913026 1670956.97483573388308287, 761428.82944102166220546 1670981.96508775395341218, 761446.31644033058546484 1671005.4068193007260561, 761503.3195206654490903 1670995.74211375345475972, 761573.17032965819817036 1670942.82309697708114982, 761548.27528656751383096 1670918.1921867688652128, 761518.46644776617176831 1670929.3755980518180877, 761510.74533770955167711 1670849.58195671020075679, 761428.53185092238709331 1670765.86420978303067386, 761425.25292749796062708 1670770.58827523072250187, 761465.38798512716311961 1670866.23933872091583908, 761471.94109559233766049 1670896.09171371394768357, 761483.47851298516616225 1670942.05159871536307037, 761431.47218210354913026 1670956.97483573388308287)))",2021,1,
"MultiPolygon (((758913.04238915594760329 1681709.62794934445992112, 758921.48277421644888818 1681675.40257122833281755, 758900.57333161029964685 1681621.81213620794005692, 758695.45865134941413999 1681553.3487058156169951, 758658.93721253401599824 1681628.66813117079436779, 758913.04238915594760329 1681709.62794934445992112)))",2021,1,
"MultiPolygon (((760055.30558995949104428 1675017.49693523184396327, 759941.90819159231614321 1675012.8138918480835855, 759889.21662825904786587 1675022.5282587013207376, 759917.67779466509819031 1675152.47771004983223975, 760047.65224682097323239 1675136.0883196541108191, 760055.30558995949104428 1675017.49693523184396327)))",2021,1,
"MultiPolygon (((771961.40171642322093248 1676591.2991241212002933, 771932.62138756085187197 1676868.71925120544619858, 772004.4014150642324239 1676884.20934213092550635, 772007.64145122421905398 1676846.30932390922680497, 772009.29150314023718238 1676809.32930459245108068, 772022.04172318568453193 1676621.60921092517673969, 771961.40171642322093248 1676591.2991241212002933)))",2021,3,
"MultiPolygon (((772433.17382151761557907 1676466.63169130892492831, 772444.26114399393554777 1676803.48419820936396718, 772529.34332597977481782 1676775.6870795541908592, 772499.798508713953197 1676429.67634627851657569, 772432.30454858741723001 1676442.31557627115398645, 772433.17382151761557907 1676466.63169130892492831)))",2021,3,
"MultiPolygon (((772947.52199810009915382 1676128.62888495228253305, 772992.49572458292823285 1676124.94563434878364205, 772959.45600310701411217 1676042.65164888952858746, 772928.51181909185834229 1676015.81329792668111622, 772947.52199810009915382 1676128.62888495228253305)))",2021,3,
"MultiPolygon (((772771.48733613057993352 1675402.44076210609637201, 772816.8258815307635814 1675731.96170542575418949, 772836.64740312960930169 1675629.89376884372904897, 772868.67126905708573759 1675588.36628142604604363, 772876.23035749257542193 1675515.75244791875593364, 772864.13240678899455816 1675472.74580914760008454, 772847.09336651535704732 1675405.73035057261586189, 772835.79606966394931078 1675404.30033688643015921, 772771.48733613057993352 1675402.44076210609637201)))",2021,3,
"MultiPolygon (((770029.91059196926653385 1686688.05927705066278577, 770030.99016767274588346 1686752.83941587060689926, 770063.21346170688048005 1686754.87210287316702306, 770064.67939163860864937 1686730.31051647220738232, 770051.48411438462790102 1686718.75464821490459144, 770051.11286195181310177 1686704.35754336207173765, 770052.60560753312893212 1686677.47127461293712258, 770049.65777429135050625 1686681.42295035719871521, 770029.91059196926653385 1686688.05927705066278577)))",2021,3,
"MultiPolygon (((765246.94365973863750696 1684476.48677120287902653, 765231.47855493961833417 1684560.67268342641182244, 765408.52378857252188027 1684579.61662818887270987, 765401.14768269297201186 1684481.11175351240672171, 765386.55019476916640997 1684479.17501636827364564, 765246.94365973863750696 1684476.48677120287902653)))",2021,1,
"MultiPolygon (((772925.17436894122511148 1679812.55476142535917461, 772950.56360667571425438 1679709.3293324182741344, 772907.83139647170901299 1679696.8689764968585223, 772887.4082497414201498 1679732.20897309202700853, 772891.21714632899966091 1679815.39602416660636663, 772925.17436894122511148 1679812.55476142535917461)))",2021,4,
"MultiPolygon (((770701.19179854623507708 1679689.7246582352090627, 770711.6929147127084434 1679504.93596576922573149, 770665.2427980947541073 1679495.9365079493727535, 770604.83218373148702085 1679478.93852978013455868, 770603.82451445725746453 1679721.62316584284417331, 770637.97145196935161948 1679706.91339630261063576, 770690.24598649539984763 1679696.7530498094856739, 770701.19179854623507708 1679689.7246582352090627)))",2021,1,
"MultiPolygon (((772730.21022718190215528 1674100.11825070297345519, 772805.55375006841495633 1674104.2326552860904485, 772838.89130936947185546 1674004.61015601851977408, 772846.86385498417075723 1673908.03224096447229385, 772820.34684060025028884 1673907.14960662997327745, 772730.21022718190215528 1674100.11825070297345519)))",2021,1,
"MultiPolygon (((770619.63257806340698153 1677551.44254866009578109, 770591.82596587552689016 1677556.11961985914967954, 770581.12951718864496797 1677501.79077649582177401, 770477.77771561918780208 1677542.77348271547816694, 770511.53165954910218716 1677691.92270649503916502, 770561.74221161438617855 1677764.68300526146776974, 770570.9427012586966157 1677682.74086865223944187, 770579.95244360854849219 1677655.84746354608796537, 770619.63257806340698153 1677551.44254866009578109)))",2021,3,
"MultiPolygon (((769484.88804616034030914 1676755.68380436976440251, 769474.56525580666493624 1676830.99463619012385607, 769659.52224541804753244 1676842.77875227993354201, 769667.60962721798568964 1676775.40872255689464509, 769484.88804616034030914 1676755.68380436976440251)))",2021,1,
"MultiPolygon (((770714.91014231834560633 1676484.16154224216006696, 770480.94635950424708426 1676441.08625151636078954, 770460.97677707194816321 1676507.6592673899140209, 770466.49423110485076904 1676552.50459960242733359, 770716.45577383087947965 1676545.40737940557301044, 770714.91014231834560633 1676484.16154224216006696)))",2021,3,
"MultiPolygon (((769967.3460010546259582 1675621.0207927783485502, 769986.35699398349970579 1675550.56407333444803953, 769973.28149624599609524 1675541.69805333763360977, 769920.39691372029483318 1675504.51047175866551697, 769891.19813181133940816 1675471.75421953666955233, 769851.32826117030344903 1675429.87604998610913754, 769777.10393337323330343 1675418.00605893484316766, 769774.96101604006253183 1675430.04176349053159356, 769768.13090533157810569 1675435.12345870048739016, 769750.98878617864102125 1675442.21104340278543532, 769755.14554473932366818 1675481.32597092445939779, 769765.67423248873092234 1675494.56989053380675614, 769765.20281346351839602 1675509.86679890472441912, 769786.41412876697722822 1675513.6322252182289958, 769804.67917229898739606 1675477.97862504562363029, 769824.49129713489674032 1675467.81214161007665098, 769821.19187093432992697 1675490.87515132175758481, 769870.48100147815421224 1675492.30960808391682804, 769878.31739159929566085 1675502.26842273841612041, 769875.4891750569222495 1675516.20682765846140683, 769854.32296167849563062 1675516.9357040892355144, 769854.76032015332020819 1675549.74352364335209131, 769899.3258193627698347 1675572.30988729977980256, 769904.93697791895829141 1675618.99822095548734069, 769944.68338961421977729 1675619.7875663610175252, 769967.3460010546259582 1675621.0207927783485502)))",2021,4,
"MultiPolygon (((761083.39690010761842132 1674040.18440002156421542, 761126.52750013768672943 1673915.08400001982226968, 760943.01030010776594281 1673866.08500001975335181, 760975.30510012141894549 1674058.78080001962371171, 761083.39690010761842132 1674040.18440002156421542)))",2021,1,
"MultiPolygon (((769931.49041068577207625 1675244.76483279257081449, 769973.28149624599609524 1675541.69805333763360977, 769986.35699398349970579 1675550.56407333444803953, 770029.33161490981001407 1675557.61372623569332063, 769990.58855448849499226 1675237.45659558451734483, 769931.49041068577207625 1675244.76483279257081449)))",2021,3,
"MultiPolygon (((770148.27956018131226301 1675223.08456610352732241, 770178.09305586479604244 1675592.70071541052311659, 770196.06876288063358516 1675591.42023501242510974, 770227.74448943673633039 1675584.40956689417362213, 770198.39239403652027249 1675219.47192089818418026, 770148.27956018131226301 1675223.08456610352732241)))",2021,3,
"MultiPolygon (((771441.76584839075803757 1676227.47542116465047002, 771427.0659731081686914 1676367.65638541895896196, 771424.83953997842036188 1676394.89789861370809376, 771488.85081382840871811 1676457.0591076030395925, 771564.72345211775973439 1676461.05699642095714808, 771579.69419255363754928 1676254.27369388146325946, 771441.76584839075803757 1676227.47542116465047002)))",2021,3,
"MultiPolygon (((770745.94233395881019533 1676598.30034352443180978, 770794.30327134509570897 1676585.21299089048989117, 770858.7800271634478122 1676572.61485698004253209, 770955.83340206323191524 1676550.19955437071621418, 770964.58997254981659353 1676497.41013388964347541, 770747.11340762523468584 1676354.97000413481146097, 770645.37484115385450423 1676363.70299355988390744, 770733.20392694370821118 1676417.29252435290254653, 770724.46815418265759945 1676484.15555318840779364, 770745.94233395881019533 1676598.30034352443180978)))",2021,3,
"MultiPolygon (((770359.21309423726052046 1676527.3226631828583777, 770119.7024692214326933 1676608.93433863506652415, 770130.08932635118253529 1676653.27717605489306152, 770127.22085510683245957 1676714.67680826783180237, 770217.40871037030592561 1676712.43400927842594683, 770251.04374914336949587 1676690.4812347162514925, 770242.47529700491577387 1676651.74190271901898086, 770374.46096466411836445 1676648.79585069138556719, 770359.21309423726052046 1676527.3226631828583777)))",2021,3,
"MultiPolygon (((767187.23528210120275617 1679599.35434545064345002, 767216.35089200874790549 1679868.74303059186786413, 767362.879576112376526 1679874.06159787578508258, 767392.44919317727908492 1679872.05992986215278506, 767394.35899094410706311 1679867.27982920478098094, 767347.8934938182355836 1679581.6884154852014035, 767187.23528210120275617 1679599.35434545064345002)))",2021,1,
"MultiPolygon (((766878.83820229885168374 1681334.46506824740208685, 766994.83954737184103578 1681311.81990371784195304, 766991.58243499498348683 1681059.42093913536518812, 766842.11334227852057666 1681061.23203198658302426, 766878.83820229885168374 1681334.46506824740208685)))",2021,3,
